task_id,model_name,model_base,example_id,audio_filename,question,predicted_label,predicted_text,answer_label,answer_text,answer_type,is_correct,parse_status,raw_prediction,n_options,predicted_type,run_id,use_audio,latency_ms
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,124982.mp3__3,124982.mp3,"What happens immediately after this event first appears: ""The motor of an ATM runs while it counts money.""?",C,"Pressing a plastic button on a cashier machine, which beeps when pressed.",B,"This is the last event, no immediate event after.",none,False,regex-label,C.,4,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,125556.mp3__1,125556.mp3,"What happens immediately after this event first appears: ""A group of girls speaking German inside a moving bus.""?",A,A public transportation bus is driving.,B,"This is the last event, no immediate event after.",none,False,exact-label,A,2,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,125559.mp3__2,125559.mp3,"What happens immediately after this event first appears: ""A bird chirps faintly over heavy engine noise.""?",B,"Loud engine noises, presumably from a bus.",A,"This is the last event, no immediate event after.",none,False,exact-label,B,3,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,125652.mp3__2,125652.mp3,"What happens immediately after this event first appears: ""Quiet human speech in the background.""?",B,"High-pitched sound of a wine glass being played rhythmically in an unsteady, cyclical pattern.",A,"This is the last event, no immediate event after.",none,False,exact-label,B,3,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,125673.mp3__1,125673.mp3,"What happens immediately after this event first appears: ""A dark, deep metallic sound gradually fading in intensity with a dull, muffled, and oppressive quality.""?",A,"Dark, deep metallic hammering sounds repeating steadily at 120 BPM with a dull, muffled quality and an alarming, oppressive character, resonating with subtle roaring reverb and conveying nervous intensity.",B,"This is the last event, no immediate event after.",none,False,exact-label,A,2,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,125678.mp3__2,125678.mp3,"What happens immediately after this event first appears: ""Muffled sound of a large machine.""?",C,Loud metallic sound.,C,Loud metallic sound.,event,True,exact-label,C,4,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,125678.mp3__3,125678.mp3,"What happens immediately after this event first appears: ""Loud metallic sound.""?",C,Ambient noise from a construction site.,D,"This is the last event, no immediate event after.",none,False,exact-label,C,4,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,125953.mp3__1,125953.mp3,"What happens immediately after this event first appears: ""A short, sharp crack of thunder.""?",B,"A steady, continuous sound of rain falling with a soft, rhythmic patter.",A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,126005.mp3__2,126005.mp3,"What happens immediately after this event first appears: ""Strong thunder fading out in the distance.""?",C,Heavy rain is falling.,B,"This is the last event, no immediate event after.",none,False,exact-label,C,3,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,126157.mp3__2,126157.mp3,"What happens immediately after this event first appears: ""People are talking with background noise.""?",B,Baby crying while people talk in the background.,C,"This is the last event, no immediate event after.",none,False,exact-label,B,3,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,126272.mp3__1,126272.mp3,"What happens immediately after this event first appears: ""A bell rings loudly once outdoors.""?",B,A high-pitched bell rings rhythmically in the distance.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,126358.mp3__1,126358.mp3,"What happens immediately after this event first appears: ""A steady wind creates a gentle whooshing sound that rises and falls in the background.""?",B,"Loud, overlapping cow moos mixed with snorts and hooves in a noisy, bustling farmyard.",A,Various birds chirp and call in layered patterns.,event,False,exact-label,B,3,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,126358.mp3__2,126358.mp3,"What happens immediately after this event first appears: ""Various birds chirp and call in layered patterns.""?",C,"Loud, overlapping cow moos mixed with snorts and hooves in a noisy, bustling farmyard.",A,"This is the last event, no immediate event after.",none,False,exact-label,C,3,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,12642.mp3__2,12642.mp3,"What happens immediately after this event first appears: ""Someone speaks loudly in a public space, then quietly from a short distance.""?",D,"A person plays a loud saxophone with echoing sound, alternating between muffled and bright tones.",B,"Someone is walking on a hard surface, producing loud, bright, and repeated footsteps.",event,False,exact-label,D,4,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,12642.mp3__3,12642.mp3,"What happens immediately after this event first appears: ""Someone is walking on a hard surface, producing loud, bright, and repeated footsteps.""?",C,"A person plays a loud saxophone with echoing sound, alternating between muffled and bright tones.",D,"This is the last event, no immediate event after.",none,False,exact-label,C,4,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,126437.mp3__0,126437.mp3,"What happens immediately after this event first appears: ""Little chickens chirp under distant thunder.""?",B,"Loud, warning thunder sounds in the background.",B,"Loud, warning thunder sounds in the background.",event,True,exact-label,B,2,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,126437.mp3__1,126437.mp3,"What happens immediately after this event first appears: ""Loud, warning thunder sounds in the background.""?",B,Little chickens chirp under distant thunder.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,12648.mp3__1,12648.mp3,"What happens immediately after this event first appears: ""A distant choir is singing inside a church.""?",B,A bell is ringing repeatedly inside a church.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,12651.mp3__1,12651.mp3,"What happens immediately after this event first appears: ""Church bell rings seven times in succession, each ring slowly fading before the next begins.""?",B,"This is the last event, no immediate event after.",B,"This is the last event, no immediate event after.",none,True,exact-label,B,2,none,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,126568.mp3__1,126568.mp3,"What happens immediately after this event first appears: ""A train moves on tracks, emitting a loud, rhythmic, rustling, and banging metallic noise with continuously fluctuating volume.""?",A,"A horn emits a loud, medium-pitched honk that increases and then decreases in volume and pitch.",B,"This is the last event, no immediate event after.",none,False,exact-label,A,2,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,126762.mp3__1,126762.mp3,"What happens immediately after this event first appears: ""A train whistle blows.""?",B,"This is the last event, no immediate event after.",B,"This is the last event, no immediate event after.",none,True,exact-label,B,2,none,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,126883.mp3__0,126883.mp3,"What happens immediately after this event first appears: ""Metallic sound of a spoon moving in circles inside a cup in a steady pattern.""?",C,"The metallic sound of a spoon circling inside a cup, followed by it dropping.",C,"The metallic sound of a spoon circling inside a cup, followed by it dropping.",event,True,exact-label,C,3,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,126883.mp3__1,126883.mp3,"What happens immediately after this event first appears: ""The metallic sound of a spoon circling inside a cup, followed by it dropping.""?",C,Metallic noise of a spoon hitting the sides of a cup.,C,Metallic noise of a spoon hitting the sides of a cup.,event,True,exact-label,C,3,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,126883.mp3__2,126883.mp3,"What happens immediately after this event first appears: ""Metallic noise of a spoon hitting the sides of a cup.""?",C,"The metallic sound of a spoon circling inside a cup, followed by it dropping.",A,"This is the last event, no immediate event after.",none,False,exact-label,C,3,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,126884.mp3__1,126884.mp3,"What happens immediately after this event first appears: ""A spoon is set down in a cup, producing a metallic clinking sound.""?",C,A porcelain cup softly clinks against another.,E,A person exhales softly.,event,False,exact-label,C,7,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,126884.mp3__3,126884.mp3,"What happens immediately after this event first appears: ""A person breathes out softly.""?",C,A person exhales softly.,E,Setting down a cup on the table produces two muffled sounds.,event,False,exact-label,C,7,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,126884.mp3__4,126884.mp3,"What happens immediately after this event first appears: ""Setting down a cup on the table produces two muffled sounds.""?",B,"A porcelain cup hits another, making a sudden clinking sound.",B,"A porcelain cup hits another, making a sudden clinking sound.",event,True,exact-label,B,7,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,126884.mp3__5,126884.mp3,"What happens immediately after this event first appears: ""A porcelain cup hits another, making a sudden clinking sound.""?",F,A porcelain cup softly clinks against another.,F,A porcelain cup softly clinks against another.,event,True,exact-label,F,7,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,126884.mp3__6,126884.mp3,"What happens immediately after this event first appears: ""A porcelain cup softly clinks against another.""?",D,"A spoon is set down in a cup, producing a metallic clinking sound.",F,"This is the last event, no immediate event after.",none,False,exact-label,D,7,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,126953.mp3__1,126953.mp3,"What happens immediately after this event first appears: ""A creature growls repeatedly with a low pitch.""?",B,A creature howls repeatedly in a low register.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127005.mp3__1,127005.mp3,"What happens immediately after this event first appears: ""A woman crying emotionally.""?",B,A woman is crying.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127182.mp3__0,127182.mp3,"What happens immediately after this event first appears: ""An engine runs steadily with a clear noise.""?",B,A metallic object is struck repeatedly with a stable and gentle truck engine sound in the background.,C,Repeated whirring noise of hooking up a caravan to a truck.,event,False,exact-label,B,3,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127182.mp3__1,127182.mp3,"What happens immediately after this event first appears: ""Repeated whirring noise of hooking up a caravan to a truck.""?",C,A metallic object is struck repeatedly with a stable and gentle truck engine sound in the background.,C,A metallic object is struck repeatedly with a stable and gentle truck engine sound in the background.,event,True,exact-label,C,3,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127182.mp3__2,127182.mp3,"What happens immediately after this event first appears: ""A metallic object is struck repeatedly with a stable and gentle truck engine sound in the background.""?",B,An engine runs steadily with a clear noise.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,3,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127275.mp3__1,127275.mp3,"What happens immediately after this event first appears: ""The sound of vehicle engines turning off gradually fades.""?",B,"This is the last event, no immediate event after.",B,"This is the last event, no immediate event after.",none,True,exact-label,B,2,none,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127288.mp3__2,127288.mp3,"What happens immediately after this event first appears: ""Two men are having a quiet conversation in the background.""?",B,The sound of a paper bag being opened.,A,A man is speaking quietly in the background.,event,False,exact-label,B,6,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127288.mp3__5,127288.mp3,"What happens immediately after this event first appears: ""A very loud, muffled sound.""?",B,The sound of a paper bag being opened.,F,"This is the last event, no immediate event after.",none,False,exact-label,B,6,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127303.mp3__2,127303.mp3,"What happens immediately after this event first appears: ""A dog barks outdoors.""?",C,Man and woman talking with a dog barking in the background.,B,"This is the last event, no immediate event after.",none,False,exact-label,C,3,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127309.mp3__1,127309.mp3,"What happens immediately after this event first appears: ""Muffled overlapping voices of people speaking with electric humming in the background.""?",B,A muffled object dropping sound.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127310.mp3__7,127310.mp3,"What happens immediately after this event first appears: ""A bird chirps strongly and repeatedly nearby.""?",H,"A bird chirps repeatedly in a high, strong note nearby.",A,"This is the last event, no immediate event after.",none,False,exact-label,H,8,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127345.mp3__2,127345.mp3,"What happens immediately after this event first appears: ""A person screaming in the distance.""?",C,An engine hums constantly nearby.,A,"This is the last event, no immediate event after.",none,False,exact-label,C,3,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127538.mp3__0,127538.mp3,"What happens immediately after this event first appears: ""A drill turns on, makes a loud drilling sound, then gradually fades away.""?",B,A drill runs briefly and then gradually quiets.,A,A drill turns on briefly and then stops.,event,False,exact-label,B,5,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127538.mp3__2,127538.mp3,"What happens immediately after this event first appears: ""A drill runs briefly and then gradually quiets.""?",D,"A drill turns on, makes a loud drilling sound, then gradually fades away.",A,"A drill turns on, quiets down briefly, and then becomes louder again.",event,False,exact-label,D,5,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127538.mp3__4,127538.mp3,"What happens immediately after this event first appears: ""The drill sound increases twice and then gradually fades away.""?",C,"A drill turns on, makes a loud drilling sound, then gradually fades away.",B,"This is the last event, no immediate event after.",none,False,exact-label,C,5,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127605.mp3__1,127605.mp3,"What happens immediately after this event first appears: ""Dishes being placed in a bowl.""?",B,A man and a woman are talking while waves are heard intermittently in the background.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127606.mp3__6,127606.mp3,"What happens immediately after this event first appears: ""Waves break loudly, gently streaming foaming water onto the inlet.""?",G,Waves break loudly and foam gently streams onto the inlet.,E,"This is the last event, no immediate event after.",none,False,exact-label,G,7,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127621.mp3__0,127621.mp3,"What happens immediately after this event first appears: ""A stream of water pouring.""?",B,Water flowing.,B,Water flowing.,event,True,exact-label,B,4,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127621.mp3__1,127621.mp3,"What happens immediately after this event first appears: ""Water flowing.""?",A,A stream of water pouring.,D,Water flowing down a stream.,event,False,exact-label,A,4,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127621.mp3__2,127621.mp3,"What happens immediately after this event first appears: ""Water flowing down a stream.""?",A,Water flowing.,C,Water flowing downstream.,event,False,exact-label,A,4,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127621.mp3__3,127621.mp3,"What happens immediately after this event first appears: ""Water flowing downstream.""?",C,A stream of water pouring.,D,"This is the last event, no immediate event after.",none,False,exact-label,C,4,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127654.mp3__1,127654.mp3,"What happens immediately after this event first appears: ""Low thunder rumbling in the distance.""?",B,Rain or drizzle falling steadily on a sidewalk.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127704.mp3__1,127704.mp3,"What happens immediately after this event first appears: ""Horn-like sound blaring.""?",B,Heavy background noise.,A,High-pitched lasers shooting.,event,False,exact-label,B,3,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127704.mp3__2,127704.mp3,"What happens immediately after this event first appears: ""High-pitched lasers shooting.""?",B,Heavy background noise.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,3,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127802.mp3__0,127802.mp3,"What happens immediately after this event first appears: ""Unceasing crashing waves echo continuously in the background.""?",B,"Waves crash rhythmically against the shoreline, varying in intensity, accompanied by muffled voices of people talking nearby.",B,"Waves crash rhythmically against the shoreline, varying in intensity, accompanied by muffled voices of people talking nearby.",event,True,exact-label,B,2,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127802.mp3__1,127802.mp3,"What happens immediately after this event first appears: ""Waves crash rhythmically against the shoreline, varying in intensity, accompanied by muffled voices of people talking nearby.""?",B,Unceasing crashing waves echo continuously in the background.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127804.mp3__2,127804.mp3,"What happens immediately after this event first appears: ""A middle-aged man is speaking and giving instructions to a group of people.""?",C,Someone yells loudly.,A,Metallic clamping sounds of a structure sealing shut.,event,False,exact-label,C,10,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127804.mp3__4,127804.mp3,"What happens immediately after this event first appears: ""Someone yells loudly.""?",E,Metallic clamping sounds of a structure sealing shut.,B,Metallic sounds.,event,False,exact-label,E,10,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127804.mp3__6,127804.mp3,"What happens immediately after this event first appears: ""Footsteps of someone walking in cowboy boots.""?",B,Someone yells loudly.,E,Chickens clucking and cawing.,event,False,exact-label,B,10,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127804.mp3__8,127804.mp3,"What happens immediately after this event first appears: ""Rattling sound of a musical instrument.""?",I,Metallic clamping sounds of a structure sealing shut.,J,Sounds of fighting as in children's animated series or films.,event,False,exact-label,I,10,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127804.mp3__9,127804.mp3,"What happens immediately after this event first appears: ""Sounds of fighting as in children's animated series or films.""?",C,American midwestern country music playing in the background.,D,"This is the last event, no immediate event after.",none,False,exact-label,C,10,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127989.mp3__2,127989.mp3,"What happens immediately after this event first appears: ""A goose is honking.""?",B,A pig grunts.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,3,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127990.mp3__1,127990.mp3,"What happens immediately after this event first appears: ""An animal is eating, making munching sounds.""?",A,An animal is munching.,C,Birds tweeting.,event,False,exact-label,A,4,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,127990.mp3__3,127990.mp3,"What happens immediately after this event first appears: ""An animal is munching.""?",C,An animal grunts or squeals repeatedly.,D,"This is the last event, no immediate event after.",none,False,exact-label,C,4,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128024.mp3__1,128024.mp3,"What happens immediately after this event first appears: ""A dog breathes faintly.""?",B,"This is the last event, no immediate event after.",B,"This is the last event, no immediate event after.",none,True,exact-label,B,2,none,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128029.mp3__4,128029.mp3,"What happens immediately after this event first appears: ""Loud, sharp, pulsing breathing of a dog fading away.""?",C,"A dog's collar repeatedly hitting a bowl with a loud, metallic sound.",B,"This is the last event, no immediate event after.",none,False,exact-label,C,5,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128064.mp3__2,128064.mp3,"What happens immediately after this event first appears: ""A pig grunts twice with a fast, raspy sound separated by a quiet pause.""?",C,A pig grunts gutturally and raspily in bursts while people talk in the background.,B,"A short, fast, high-pitched pig grunt.",event,False,exact-label,C,17,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128064.mp3__3,128064.mp3,"What happens immediately after this event first appears: ""A short, fast, high-pitched pig grunt.""?",B,"A raspy, guttural, high-pitched pig grunt.",A,A pig grunts gutturally and raspily in bursts while people talk in the background.,event,False,exact-label,B,17,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128064.mp3__9,128064.mp3,"What happens immediately after this event first appears: ""A pig grunts gutturally and raspily, with the pitch increasing.""?",B,"A pig grunts twice with a fast, raspy sound separated by a quiet pause.",L,"A pig grunts continuously in a quiet, monotone manner.",event,False,exact-label,B,17,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128064.mp3__10,128064.mp3,"What happens immediately after this event first appears: ""A pig grunts continuously in a quiet, monotone manner.""?",C,"High-pitched, continuous raspy pig grunt.",P,A pig grunts quietly twice.,event,False,exact-label,C,17,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128064.mp3__11,128064.mp3,"What happens immediately after this event first appears: ""A pig grunts quietly twice.""?",G,"A pig grunts twice with a fast, raspy sound separated by a quiet pause.",B,A pig is grunting continuously.,event,False,exact-label,G,17,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128064.mp3__12,128064.mp3,"What happens immediately after this event first appears: ""A pig is grunting continuously.""?",C,"A pig grunts gutturally and raspily, with the pitch increasing.",L,Birds chirping continuously with faint background chatter.,event,False,exact-label,C,17,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128064.mp3__15,128064.mp3,"What happens immediately after this event first appears: ""A bird emits an abrupt high-pitched call, possibly while flying away.""?",D,A pig grunts gutturally and raspily in bursts while people talk in the background.,M,A bird chirping quietly outdoors.,event,False,exact-label,D,17,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128064.mp3__16,128064.mp3,"What happens immediately after this event first appears: ""A bird chirping quietly outdoors.""?",H,Several birds chirping softly and continuously outdoors.,M,"This is the last event, no immediate event after.",none,False,exact-label,H,17,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128067.mp3__1,128067.mp3,"What happens immediately after this event first appears: ""Multiple geese are shouting repeatedly with pauses.""?",A,Multiple geese call out repeatedly with pauses.,B,"This is the last event, no immediate event after.",none,False,exact-label,A,2,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128068.mp3__4,128068.mp3,"What happens immediately after this event first appears: ""Children laughing in the distance.""?",E,Children are talking in the distance.,C,Two short chanting noises.,event,False,exact-label,E,9,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128068.mp3__5,128068.mp3,"What happens immediately after this event first appears: ""Two short chanting noises.""?",I,Birds chirping in the distance.,H,A bird flapping its wings while flying away.,event,False,exact-label,I,9,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128068.mp3__6,128068.mp3,"What happens immediately after this event first appears: ""A bird flapping its wings while flying away.""?",G,Birds chirping in the distance.,C,A child is talking in the distance.,event,False,exact-label,G,9,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128068.mp3__7,128068.mp3,"What happens immediately after this event first appears: ""A child is talking in the distance.""?",D,Birds chirping in the distance.,A,Children are talking in the distance.,event,False,exact-label,D,9,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128068.mp3__8,128068.mp3,"What happens immediately after this event first appears: ""Children are talking in the distance.""?",C,Birds chirping in the distance.,D,"This is the last event, no immediate event after.",none,False,exact-label,C,9,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128096.mp3__1,128096.mp3,"What happens immediately after this event first appears: ""Loud, rare shuffling footsteps on carpet.""?",A,"Loud, frequent footsteps shuffling on carpet.",B,"This is the last event, no immediate event after.",none,False,exact-label,A,2,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128130.mp3__1,128130.mp3,"What happens immediately after this event first appears: ""A dog or wolf moans eerily.""?",C,A dog or wolf moans loudly in a creepy manner.,C,A dog or wolf moans loudly in a creepy manner.,event,True,exact-label,C,3,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128130.mp3__2,128130.mp3,"What happens immediately after this event first appears: ""A dog or wolf moans loudly in a creepy manner.""?",B,A dog or wolf moans eerily.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,3,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128131.mp3__1,128131.mp3,"What happens immediately after this event first appears: ""Water drops falling onto a flat surface.""?",B,A wolf or a dog howling.,A,An unknown animal or bird sound is heard in the background.,event,False,exact-label,B,3,event,20260217_122811,True,
